Data,Último,Abertura,Máxima,Mínima,Vol.,Var%,Variacao 1/0,mm_5,mm_10,retorno_diario,retorno_acumulado,volatilidade_5d,vol_21d,vol_historica_anual,vol_historica
2020-01-02,118.573,115.652,118.573,115.649,"5,16M","2,53%",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015786401225103774
2020-01-03,117.707,118.564,118.792,117.341,"6,83M","-0,73%",0,0.0,0.0,-0.007303517664223769,-0.007303517664223769,0.0,0.0,0.0,0.015786401225103774
2020-01-06,116.878,117.707,117.707,116.269,"6,57M","-0,70%",0,0.0,0.0,-0.007042911636521154,-0.01429499127119993,0.0,0.0,0.0,0.015786401225103774
2020-01-07,116.662,116.872,117.076,115.965,"4,85M","-0,18%",0,0.0,0.0,-0.0018480809048750935,-0.016116653875671405,0.0,0.0,0.0,0.015786401225103774
2020-01-08,116.247,116.667,117.335,115.693,"5,91M","-0,36%",0,117.21340000000001,0.0,-0.0035572851485488055,-0.01961660749074401,0.0,0.0,0.0,0.015786401225103774
2020-01-09,115.947,116.248,116.82,115.411,"5,95M","-0,26%",0,116.68820000000001,0.0,-0.0025807117603035,-0.02214669444139894,0.0025458571069828795,0.0,0.0,0.015786401225103774
2020-01-10,115.503,115.948,116.745,114.952,"4,78M","-0,38%",1,116.24740000000001,0.0,-0.0038293358172268865,-0.025891223128368113,0.001991788429463575,0.0,0.0,0.015786401225103774
2020-01-13,117.325,115.503,117.333,115.503,"5,69M","1,58%",1,116.3368,0.0,0.015774482048085403,-0.010525161714724174,0.00841268396513531,0.0,0.0,0.015786401225103774
2020-01-14,117.632,117.325,117.705,116.61,"5,36M","0,26%",0,116.5308,0.0,0.002616663115278195,-0.007936039401887363,0.008298603047613916,0.0,0.0,0.015786401225103774
2020-01-15,116.414,117.632,117.632,116.188,"5,57M","-1,04%",1,116.5642,116.88879999999999,-0.010354325353645333,-0.018208192421546143,0.009793976103773566,0.0,0.0,0.015786401225103774
2020-01-16,116.704,116.415,117.106,115.961,"5,42M","0,25%",1,116.7156,116.7019,0.0024911093167487852,-0.0157624417025799,0.00967972715573557,0.0,0.0,0.015786401225103774
